Temperature,Pressure,Humidity,PM2.5,PM10,CO2,Door,occupancy
24.8,737,24,3,3,424.33,1,0
24.8,737,24,4,4,424,1,0
24.8,738,24,3,3,426,1,0
24.8,738,24,3,3,424.5,1,0
24.8,738,24,3,3,422.67,1,0
24.8,738,24,2,2,423,1,0
24.8,738,24,2,3,421,1,0
24.8,738,24,4,4,420.5,1,0
24.8,737,24,3,3,421,1,0
24.8,737,24,4,4,419,1,0
24.8,737,24,3,3,420.67,1,0
24.8,737,25,4,4,419.5,1,0
24.8,737,25,4,4,420.67,1,0
24.8,738,26,4,4,421,1,0
24.8,738,26,4,5,428,1,0
24.8,738,27,5,6,435,1,1
24.8,738,29,5,6,438,1,0
24.8,738,29,7,7,439.5,1,0
24.8,737,29,6,6,441.33,1,0
24.8,737,28,5,6,441,1,0
24.8,738,27,4,5,438,1,0
24.8,738,27,4,4,436,1,0
24.9,738,26,3,3,434.33,1,0
24.9,738,26,3,4,436.5,1,0
24.9,739,26,3,3,437,1,0
24.9,738,26,2,3,436.5,1,0
24.9,738,26,3,3,437,1,0
25,738,26,2,3,437,1,0
25,738,25,2,3,438,1,0
25,738,25,2,2,439.33,1,0
25,738,25,2,2,440.5,1,0
25,738,25,2,2,440.33,1,0
25,738,25,2,2,441.5,1,0
25,738,25,2,2,442.33,1,0
25,738,25,2,2,442.5,1,0
25,738,24,2,2,444.33,1,0
25,738,24,2,2,443,1,0
25,738,24,2,2,443,1,0
25,738,24,2,2,442,1,0
25,738,24,2,2,442.67,1,0
25,738,24,2,2,440,1,0
25,738,24,2,2,440.33,1,0
25,738,24,2,2,442,1,0
25.1,738,24,1,2,440,1,0
25.1,738,24,2,2,438.5,1,0
25,738,24,1,1,439.67,1,0
25.1,738,23,2,2,440.5,1,0
25.1,738,23,2,2,437,1,0
25.1,738,23,2,2,437,1,0
25.1,738,23,1,2,436.67,1,0
25.1,738,23,2,2,437.5,1,0
25.1,738,23,2,2,435.67,1,0
25.1,738,23,2,2,435,1,0
25.1,738,23,2,2,436.33,1,0
25.1,738,23,2,2,434,1,0
25.1,738,23,2,2,434,1,0
25.1,738,23,2,2,433,1,0
25.1,738,23,2,2,431.67,1,0
25.1,738,23,2,2,432,1,0
25.1,738,23,2,2,432,1,0
25.1,738,23,2,2,431.5,1,0
25.1,737,23,1,1,431.33,1,0
25.1,737,23,2,2,430.5,1,0
25.2,737,23,2,2,430,1,0
25.2,737,23,1,1,429,1,0
25.2,737,22,2,2,429.5,1,0
25.2,737,22,2,2,431.67,1,0
25.2,737,22,2,2,426,1,0
25.2,737,22,1,2,428.33,1,0
25.2,737,22,2,2,428.5,1,0
25.2,737,22,2,2,428.67,1,0
25.2,737,22,2,2,428.5,1,0
25.2,737,22,1,1,429.67,1,0
25.2,737,22,1,2,428,1,0
25.2,737,22,1,2,427,1,0
25.2,737,22,2,2,426.5,1,0
25.2,737,22,1,1,427,1,0
25.2,737,22,2,2,428.5,1,0
25.2,737,22,2,2,428,1,0
25.2,737,22,4,4,427,1,0
25.2,737,22,2,2,425.33,1,0
25.2,737,22,2,2,425,1,0
25.2,737,22,1,1,424.67,1,0
25.2,737,22,2,2,425,1,0
25.2,737,22,1,1,425.67,1,0
25.2,737,22,2,2,424.5,1,0
25.2,737,22,1,1,425,1,0
25.2,737,22,2,2,426.5,1,0
25.1,737,22,2,2,423.33,1,0
25.2,737,22,1,1,427.5,1,0
25.2,737,22,1,1,426,1,0
25.2,737,22,2,2,422,1,0
25.2,737,22,2,2,425.33,1,0
25.2,737,22,2,2,425.5,1,0
25.2,737,22,2,2,426.33,1,0
25.2,737,22,2,2,423.5,1,0
25.2,737,22,2,2,425,1,0
25.2,737,22,2,2,423.5,1,0
25.2,737,22,2,2,424.5,1,0
25.2,737,22,2,2,424.33,1,0
25.2,737,22,2,2,423,1,0
25.3,737,22,2,2,424,1,0
25.2,737,22,2,2,425.5,1,0
25.3,737,22,1,1,424.33,1,0
25.3,737,22,1,2,424,1,0
25.3,737,21,2,2,425.67,1,0
25.3,737,22,1,1,426,1,0
25.3,737,22,2,2,424.67,1,0
25.3,738,22,1,1,426,1,0
25.2,738,21,1,2,426.67,1,0
25.2,738,22,1,1,425.5,1,0
25.3,737,21,1,1,423,1,0
25.3,737,21,2,2,423.5,1,0
25.3,737,21,1,1,423.67,1,0
25.3,737,22,1,1,422.5,1,0
25.2,737,22,1,1,424.33,1,0
25.2,737,22,2,3,423.5,1,0
25.2,737,22,3,3,422.33,1,0
25.2,737,22,2,2,424.5,1,0
25.3,737,22,3,3,424,1,0
25.2,737,22,3,4,425.5,1,0
25.2,737,22,3,3,424.33,1,0
25.2,737,22,3,3,426.5,1,0
25.3,737,22,4,4,429.5,1,0
25.3,737,22,3,3,429.67,1,0
25.3,738,22,2,3,432,1,0
25.3,738,22,2,2,432.67,1,0
25.3,738,22,3,3,432.5,1,0
25.2,738,22,3,3,435.67,1,0
25.2,738,22,3,3,435,1,0
25.2,738,22,3,3,435.33,1,0
25.2,738,22,3,3,441,1,0
25.2,738,22,2,3,442.33,1,0
24.9,738,23,4,4,447.33,1,0
24.7,738,23,4,4,446.5,1,0
24.5,738,23,5,5,445,1,0
24.3,738,23,4,4,444,1,0
24.2,738,23,5,5,443,1,0
24.1,738,23,5,5,446,1,0
23.9,738,24,4,5,449.33,1,0
23.8,738,24,5,5,450.5,1,0
23.7,738,24,4,4,447.33,1,0
23.7,738,24,4,4,448.5,1,0
23.7,738,25,3,3,449.67,1,0
23.7,738,25,4,4,453,1,0
23.7,738,25,3,4,457,1,0
23.6,738,25,4,4,460,1,0
23.6,738,25,4,4,460,1,0
23.5,738,25,4,4,459.5,1,0
23.4,738,24,3,3,455,1,0
23.4,738,24,2,3,453,1,0
23.4,738,24,3,3,455.33,1,0
23.4,738,24,4,4,454.5,1,0
23.3,738,24,3,3,460,1,0
23.3,738,24,3,3,464,1,0
23,738,24,3,3,472.67,1,0
23.2,738,24,2,2,475,1,0
23.1,738,25,3,3,485,1,0
23.1,738,25,7,8,496.5,1,0
23,738,25,4,4,496.67,0,2
23,738,25,2,3,510.5,0,4
23.2,738,25,3,3,592.33,0,4
23.4,738,26,2,2,648,0,4
23.7,738,25,2,3,659.33,0,4
23.9,738,25,3,3,669,0,4
24,738,25,2,2,670,0,4
24.1,738,25,2,2,673.5,0,4
24.3,738,24,2,3,684.33,0,4
24.5,738,24,2,2,697,0,4
24.6,738,24,2,2,676,0,4
24.6,739,23,2,3,666.33,0,4
24.7,739,23,3,3,661,0,4
24.8,739,23,2,2,663.67,0,4
24.9,739,23,2,3,666,0,4
24.9,739,23,2,3,679,0,4
25.1,739,23,2,2,685.5,1,0
25,739,23,3,3,602.33,1,0
24.7,738,22,2,2,570,1,0
24.9,739,22,2,2,559.33,1,0
24.8,739,22,2,2,552,1,0
24.8,739,22,2,3,541,1,0
24.8,739,22,2,2,536,1,0
24.7,739,22,2,2,537.67,1,0
24.7,739,22,2,2,537,1,0
24.7,739,22,2,2,532.67,1,0
24.7,739,22,3,3,516,1,0
24.7,739,22,2,2,500.33,1,0
24.6,739,22,2,2,493,1,0
24.6,739,21,1,2,484.67,1,0
24.6,739,21,2,2,480,1,0
24.6,739,21,1,1,476.67,1,0
24.2,738,21,1,1,476.5,1,0
24.5,739,21,1,1,477,1,0
24.5,739,21,2,2,480.5,1,0
24.5,739,21,1,2,481.67,1,0
24.5,739,20,2,2,482,1,0
24.5,739,20,2,2,482,1,0
24.5,739,20,1,2,481,1,0
24.5,739,20,2,2,481.33,1,0
24.5,739,20,1,1,485.5,1,0
24.5,739,20,1,2,487,1,0
24.5,739,20,2,2,493.5,1,0
24.5,739,20,2,2,498.67,1,0
24.5,739,20,2,2,496,1,0
24.4,739,20,2,2,494.5,1,0
24.4,739,20,2,2,491.33,1,0
24.4,739,20,2,2,489.5,1,0
24.4,739,20,1,2,493.33,1,0
24.5,739,20,2,2,512,1,0
24.5,739,20,1,1,519.67,1,0
24.5,739,20,2,2,511,1,0
24.5,739,20,1,2,506,1,0
24.5,739,20,1,2,506,1,0
24.5,739,20,1,1,509.33,1,0
24.5,739,20,1,2,511,0,0
24.6,739,21,1,1,520.33,0,0
24.7,739,21,1,1,527,0,0
24.7,739,21,1,2,532,0,0
24.8,739,21,1,1,536,0,0
24.9,739,21,1,1,534,0,0
24.9,739,21,1,1,533.5,0,0
25,739,21,1,2,536,0,0
25,739,21,1,2,539.5,0,0
25.1,739,21,1,1,540,0,1
25.1,739,21,2,2,543.5,1,0
25.1,739,21,1,1,538.67,1,0
25.1,739,21,1,1,533.5,1,0
25.1,739,21,1,1,529.33,1,0
25,739,21,2,2,531,1,0
25,739,21,1,2,529.67,1,0
25,739,21,1,1,528.5,1,0
25,739,21,1,1,527,1,0
25,739,21,2,2,523,1,0
24.9,739,21,1,1,520,1,0
25,739,21,1,1,517.5,1,0
24.9,739,21,1,1,515.33,1,0
24.9,739,21,1,1,515.5,1,0
24.9,739,21,2,2,511.33,1,0
24.9,739,22,1,1,508.67,1,0
24.9,739,22,0,0,506,1,0
24.9,739,22,0,0,504.67,0,1
24.9,739,22,1,2,529.5,0,1
24.9,739,22,1,2,549.67,0,0
24.9,739,22,2,2,558.5,0,0
25,739,22,1,2,544,0,0
25,739,22,0,2,536.5,0,0
25,739,22,0,1,531.33,0,0
25,740,21,0,0,525.5,0,0
25,740,22,0,1,524.33,0,2
25,740,22,0,0,544,0,2
25.1,740,22,0,1,570.67,0,2
25.2,740,22,0,0,595,0,0
25.2,740,22,0,0,610,0,0
25.3,740,22,0,0,609,0,0
25.3,739,22,0,0,605.33,0,0
25.3,739,22,0,0,603,0,0
25.3,739,22,0,0,597.33,0,0
25.3,739,22,0,0,597.5,0,0
25.3,739,22,1,1,596,0,0
25.3,739,22,0,0,592.5,0,0
25.3,739,21,1,1,586.67,0,0
25.3,739,21,0,0,582.5,0,0
25.3,739,22,0,0,576.67,0,0
25.2,739,21,0,0,568.5,0,0
25.3,739,21,0,0,564.33,0,0
25.3,740,21,0,0,560.5,0,0
25.3,740,21,1,1,554.33,0,0
25.3,740,21,0,0,547,0,0
25.3,740,21,0,0,543.33,0,0
25.3,740,21,0,0,540,0,0
25.3,740,21,0,0,533.33,0,0
25.3,740,21,0,0,531.5,0,0
25.3,740,21,0,0,528.67,0,0
25.3,740,21,0,0,524.33,0,0
25.3,740,21,0,0,522.5,0,0
25.3,740,21,0,0,520.67,0,0
25.3,740,21,0,0,517,0,0
25.3,740,21,1,1,516.33,0,0
25.3,740,21,0,0,514.5,0,0
25.3,740,21,0,0,513.67,0,0
25.3,740,21,0,0,513.5,0,0
25.3,740,21,0,0,512.33,0,0
25.3,740,21,0,0,511,0,0
25.3,740,21,0,1,511.33,0,0
25.3,740,21,1,1,510,0,0
25.3,740,21,0,0,507.33,0,0
25.3,740,21,0,0,507,0,0
25.3,740,21,0,0,504,0,0
25.3,740,21,0,0,503,0,0
25.3,740,21,0,0,500,0,0
25.3,740,21,0,0,497.5,0,0
25.3,740,21,0,0,495.67,0,0
25.4,740,21,0,0,494.5,0,0
25.4,740,21,0,0,494,0,0
25.3,740,21,0,0,493,0,0
25.4,740,21,0,0,489,0,0
25.4,740,21,0,0,488,0,0
25.4,740,21,1,1,485.33,0,0
25.4,740,21,0,0,486.5,0,0
25.4,740,21,0,0,485,0,0
25.4,740,21,0,0,483,0,0
25.4,740,21,0,0,482.67,0,0
25.4,740,21,0,0,482.5,0,0
25.4,740,21,1,1,480.67,0,0
25.3,740,21,2,2,480.5,0,0
25.3,740,21,0,0,481.67,0,0
25.3,740,21,0,0,479,1,0
25.3,740,21,1,1,487.33,1,0
25.2,740,22,1,1,502,1,0
25.2,740,24,1,1,508.5,1,0
25.2,740,25,2,2,518.67,1,0
25.2,740,25,0,1,522.5,1,0
25.2,740,24,1,1,517.67,1,0
25.2,740,24,0,0,515,1,0
25.2,740,24,1,1,512,1,0
25.2,740,24,0,0,510,1,0
25.2,740,24,0,0,506.33,1,0
25.2,740,24,2,2,507,1,0
25.2,740,23,0,0,503.67,1,0
25.2,740,23,0,0,502,1,0
25.1,740,23,0,0,500,1,0
25.1,740,23,0,0,498.5,1,0
25.1,740,23,1,1,498,1,0
25.1,740,23,0,0,495,1,0
25.1,740,23,1,1,492,1,0
25.1,740,23,0,0,492,1,0
25.1,740,22,1,1,491.33,1,0
25.1,740,22,0,0,488.5,1,0
25.1,740,22,0,0,488.67,1,0
25.1,740,22,0,0,485.5,1,0
25.1,740,22,0,0,484,1,0
25.1,740,22,0,0,483.5,1,0
25.1,740,22,0,0,480.33,1,0
25.1,740,22,0,0,482.5,1,0
25.1,740,22,0,0,479,1,0
25.1,740,22,1,1,479.5,1,0
25.1,740,22,1,1,477,1,0
25,740,22,0,0,475.5,1,0
25.1,740,22,0,0,474.33,1,0
25.1,740,22,0,0,475.5,1,0
25.1,740,22,0,0,471.67,1,0
25.1,740,22,1,1,473,1,0
25.1,740,22,1,1,472.67,1,0
25.1,740,22,0,0,468,1,0
25.1,740,21,0,0,466.5,1,0
25.1,740,21,1,1,466.67,1,0
25.1,740,21,0,0,464,1,0
25.1,741,21,0,0,463,1,0
25.1,741,21,0,0,462,1,0
25.1,741,21,0,0,464.67,1,0
25.1,741,21,0,0,462.5,1,0
25.1,741,21,1,1,459.67,1,0
25.1,741,21,0,0,458.5,1,0
25.1,741,21,0,0,458.67,1,0
25.1,741,21,1,1,457.5,1,0
25.1,741,21,0,0,457.67,1,0
25.1,741,21,0,0,457,1,0
25.1,741,21,0,0,455.67,1,0
25.1,741,21,0,0,455,1,0
25.1,741,21,0,0,453.33,1,0
25.1,741,21,0,0,454,1,0
24.8,740,21,0,0,454.33,1,0
25.1,741,21,0,0,455.5,1,0
25,741,21,0,0,450.33,1,0
25,741,21,0,0,450.5,1,0
25,741,21,0,0,450,1,0
25,741,21,1,1,449.33,1,0
25,741,21,0,0,448,1,0
25,741,21,0,0,448.67,1,0
25,741,21,0,0,446,1,0
25,741,21,1,1,446.33,1,0
25,741,21,1,1,447,1,0
25,741,21,0,0,445.33,1,0
25,741,21,0,0,446,1,0
25,741,21,0,0,445.67,1,0
25,741,21,0,0,443,1,0
25,741,21,1,1,443.67,1,0
25,741,21,0,0,443.5,1,0
25,741,21,0,0,444,1,0
25,741,21,1,1,442.33,1,0
25,741,21,1,1,441,1,0
25,741,21,0,0,439.67,1,0
25,741,21,0,0,440.5,1,0
25,741,21,1,1,438.33,1,0
25,741,21,0,0,437.5,1,0
25,741,21,0,0,436.33,1,0
25,741,21,0,0,437,1,0
25,741,21,0,0,434,1,0
25,741,22,2,2,433.5,1,0
25,741,21,1,1,432.33,1,0
25,741,21,0,0,431.5,1,0
25,741,21,1,1,433.33,1,0
25,741,21,0,0,430.5,1,0
25,741,21,0,0,431.67,1,0
25,741,21,0,0,428.5,1,0
25,741,21,0,0,429.33,1,0
25,741,21,0,0,427.5,1,0
25,741,21,0,0,426,1,0
25,741,21,0,1,426,1,0
25,741,21,0,0,427.33,1,0
25,741,21,0,0,428,1,0
25,741,21,0,0,429,1,0
25,741,21,0,0,429.5,1,0
25,741,21,0,0,430.33,1,0
25,741,21,0,0,431.5,1,0
25,741,21,0,0,433,1,0
25,741,21,0,0,434.5,1,0
25,741,21,0,0,435,1,0
25,741,21,0,0,435,1,0
25,741,21,0,0,435.67,1,0
25,741,21,0,0,435.5,1,0
25,741,21,0,1,437.33,1,0
24.9,741,21,0,0,440,1,0
24.9,741,21,0,0,436.5,1,0
24.8,741,21,0,0,433.67,1,0
24.8,741,22,0,0,432.5,1,0
24.8,741,22,1,1,428,1,0
24.8,741,22,0,0,427,1,0
24.8,741,22,1,1,428.33,1,0
24.8,742,22,1,1,430,1,0
24.7,742,22,1,1,430.33,1,0
24.7,741,22,0,1,431,1,0
24.7,742,22,1,1,433.67,1,0
24.7,742,22,0,0,435.5,1,0
24.7,742,22,0,1,438,1,0
24.7,742,22,0,0,441,1,0
24.7,742,22,1,1,444.33,1,0
24.7,742,22,0,0,446.5,1,0
24.7,742,22,0,1,450.33,1,0
24.7,742,22,0,0,449,1,0
24.6,742,22,1,1,454.33,1,0
24.6,742,23,0,0,453.5,1,0
24.7,742,23,1,1,456.67,1,0
24.6,742,23,0,0,458.5,1,0
24.6,742,23,1,1,459,1,0
24.6,742,23,1,1,461,1,0
24.6,742,23,1,1,465.33,1,0
24.3,742,23,1,1,471.5,1,0
24.6,742,23,1,1,475.67,1,0
24.6,742,23,1,1,481.5,1,1
24.6,742,23,1,1,493.67,1,0
24.7,742,23,1,2,508,1,0
24.8,742,23,1,1,510,1,0
24.9,742,23,1,1,511.5,1,0
24.9,742,23,1,1,515,1,0
24.9,742,23,1,1,521.5,1,0
25,742,23,1,1,524,1,0
25,742,23,1,1,524,1,0
25,742,23,1,1,533.5,1,0
25,742,23,1,1,545,1,0
25,742,23,2,2,547,1,3
25,742,23,2,2,573.33,1,3
25.1,742,23,1,2,626.5,1,3
25.2,742,23,1,1,642,1,0
25.2,742,23,1,2,641.5,1,0
25.2,742,23,2,2,621.33,1,0
25.2,742,23,1,1,606,1,0
25.2,742,23,1,1,601,1,0
25.2,742,23,2,2,610.5,1,0
25.2,742,23,1,2,600.33,1,0
25.2,742,23,1,2,582.5,1,0
25.2,742,24,2,2,580,1,0
25.2,742,24,1,1,571,1,0
25.2,742,24,1,1,559,1,0
25.2,742,24,2,2,550.5,1,0
25.2,742,24,2,2,542.67,1,0
25.2,742,24,2,2,539.5,1,0
25.3,742,24,2,2,537,1,0
25.3,742,24,1,1,539,1,0
25.3,742,25,1,1,543,0,0
25.3,742,24,0,0,539.5,0,1
25.3,742,25,1,1,536.67,0,1
25.3,742,25,1,1,546,0,1
25.3,742,25,1,1,555.67,0,0
25.1,742,25,1,1,556.5,0,0
25.4,742,24,1,1,548.33,1,2
25.4,742,25,1,1,558,0,3
25.4,742,25,1,1,592.33,0,2
25.5,742,24,2,2,621.5,0,2
25.6,742,24,6,6,633,0,2
25.6,742,24,6,6,629.5,0,2
25.7,742,24,12,12,643.33,0,2
25.7,742,24,18,18,642,0,2
25.8,742,24,0,0,640.5,0,2
25.8,742,24,1,1,635.33,0,2
25.8,742,23,0,1,633,0,2
25.7,742,23,0,1,632,0,2
25.9,742,23,1,1,638,1,1
25.9,742,23,1,1,636.33,0,3
25.9,742,24,0,0,659.5,0,3
26,742,23,2,2,675.33,0,3
26,742,23,4,4,680.5,0,3
26.1,742,23,3,3,689,0,3
26.1,742,23,1,1,685.5,0,3
26.2,743,23,1,1,676,1,2
26.2,743,23,4,4,674,1,3
25.8,743,24,12,12,745,1,1
25.8,743,24,1,2,686.67,1,0
26,743,23,1,1,635,1,0
26.1,743,23,1,1,595.33,1,0
26.2,743,23,2,2,576.5,1,0
26.2,743,22,2,2,564.33,1,0
26.2,743,22,2,2,559,1,0
26.2,743,22,3,4,550,1,0
26.3,743,22,4,5,546,1,0
26.3,743,22,4,5,542.33,1,0
26.3,743,22,2,3,551,1,0
26.2,743,22,4,4,549,1,0
26.2,743,21,4,4,552.5,1,0
26.2,743,21,4,4,547.67,1,0
26.2,743,21,5,6,554.5,1,0
26.2,743,21,6,7,552.33,1,0
26.2,743,21,5,6,544,1,0
26.1,743,21,5,5,537,1,0
26.1,743,21,3,4,533,1,0
26.1,743,21,3,3,536.33,1,0
26.1,743,21,2,3,535.5,1,0
26.1,743,21,2,3,536.33,1,0
26.1,743,21,1,1,542,1,0
26.1,743,21,2,2,546,1,0
26.2,743,21,2,2,549.67,1,0
26.2,743,21,2,2,546.5,1,0
26.2,743,22,2,2,548.33,1,0
26.2,743,21,1,1,547,1,0
26.1,743,22,2,2,560,1,0
26.1,743,22,2,2,573.5,1,0
26.1,743,22,2,3,576,1,0
26.2,743,22,0,0,585.5,1,0
26.2,743,22,2,2,580,1,0
26.2,743,21,2,2,571.5,1,0
26.2,743,21,2,3,570,1,0
26.2,743,21,2,2,566,1,0
26.2,743,21,1,1,560,1,0
26.2,743,21,2,2,547,1,0
26.1,743,21,2,2,536.67,1,0
26.1,743,21,2,2,526.5,1,0
26.1,743,21,1,1,515.33,1,0
26,743,21,1,1,509,1,0
26,742,21,2,2,501.67,1,0
26,742,21,1,1,496.5,1,0
26,743,21,2,2,491.33,1,0
26,743,21,2,2,483.5,1,0
25.9,743,22,3,3,477.33,1,0
25.9,743,21,2,2,470.5,1,0
25.8,743,22,1,1,466.33,1,0
25.9,743,22,2,2,464.5,1,0
25.9,743,21,2,2,461.67,1,0
25.9,743,21,2,2,470,1,0
25.9,743,21,2,2,464.33,1,0
25.9,743,21,2,2,466,1,0
25.9,743,21,2,2,471,1,0
25.8,743,21,2,2,472,1,0
25.8,743,21,1,1,472.67,1,0
25.8,743,21,2,2,482.67,1,0
25.7,743,21,1,1,486.5,1,0
25.9,743,21,1,1,486,1,0
25.9,743,21,1,2,491.5,1,0
25.9,743,21,2,2,487,1,0
25.9,743,21,2,2,484,1,0
25.9,743,21,1,1,486,1,0
26,743,21,2,2,480.5,1,0
25.9,743,21,2,2,485.67,1,0
25.9,743,21,4,4,483,1,0
25.8,743,21,4,4,480.67,1,0
25.8,743,21,1,1,482,1,0
25.8,743,21,2,2,477.67,1,0
25.9,743,21,2,2,477.5,1,0
25.9,743,21,2,3,477.33,1,0
25.8,743,21,2,3,476.5,1,0
25.8,743,21,2,3,473,1,0
25.8,743,21,4,4,471,1,0
25.8,743,21,3,3,469,1,0
25.8,743,21,2,2,469,1,0
25.7,743,21,1,2,468.67,1,0
25.7,743,21,1,1,466,1,0
25.7,743,21,2,2,467,1,0
25.7,743,21,2,2,464.5,1,0
25.7,743,21,3,3,466.67,1,0
25.8,743,21,2,2,463.5,1,0
25.7,743,21,4,4,462.67,1,0
25.7,743,21,2,2,459,1,0
25.7,743,21,2,2,459.33,1,0
25.7,743,21,2,3,460,1,0
25.7,743,21,2,2,459,1,0
25.7,743,21,3,3,459.5,1,0
25.7,743,21,1,1,457.33,1,0
25.7,743,21,2,2,457.5,1,0
25.7,743,21,3,3,457.33,1,0
25.7,743,21,2,2,457,1,0
25.7,743,21,6,6,456.5,1,0
25.7,743,21,3,3,456.67,1,0
25.7,743,21,2,2,454,1,0
25.7,743,21,3,3,453.67,1,0
25.7,743,21,1,1,457,1,0
25.7,743,21,2,2,456.67,1,0
25.7,743,21,2,2,451.5,1,0
25.7,743,21,1,1,455.67,1,0
25.7,742,21,3,3,456.5,1,0
25.7,743,21,2,2,455,1,0
25.6,745,20,4,4,437.67,1,0
25.7,745,20,5,6,441.5,1,0
25.7,745,21,3,3,441.67,1,0
25.5,745,20,4,4,438,1,0
25.5,745,20,2,3,438.33,1,0
25.7,745,20,2,2,438.5,1,0
25.7,745,20,3,3,440.33,1,0
25.6,745,20,2,3,438,1,0
25.6,745,20,3,3,438.33,1,0
25.6,745,20,2,2,435.5,1,0
25.6,745,20,2,3,441.33,1,0
25.6,745,20,4,4,437.5,1,0
25.6,745,20,3,3,438,1,0
25.7,745,20,4,4,437,1,0
25.5,745,20,2,2,436.33,1,0
25.6,745,20,2,2,434.5,1,0
25.7,745,20,2,2,437.33,1,0
25.7,745,20,2,2,435.5,1,0
25.6,745,20,3,3,437,1,0
