Temperature,Pressure,Humidity,PM2.5,PM10,CO2,Door,occupancy
25.3,730,25,1,1,427,1,0
25.3,731,25,1,2,428,1,0
25.3,730,26,1,2,426.33,1,0
25.3,730,26,2,2,428,1,0
25.3,730,26,1,1,428.33,1,0
25.3,730,26,2,2,426.5,1,0
25.3,730,26,3,3,425.67,1,0
25.3,730,26,1,1,426,1,0
25.2,730,26,2,2,428,1,0
25.3,730,26,2,2,431,1,0
25.4,730,26,2,2,431.67,1,0
25.4,730,26,2,2,431.5,1,0
25.4,730,26,2,2,436,1,0
25.4,730,26,2,2,434.5,1,0
25.4,730,26,2,2,437.67,1,0
25.4,730,26,1,1,434,1,0
25.4,731,26,2,3,436,1,0
25.4,731,27,2,2,438,1,0
25.4,731,27,1,1,437.67,1,0
25.4,731,27,2,2,440,1,0
25.4,731,27,2,2,443,1,0
25.3,731,27,1,1,441.67,1,0
25.3,731,28,1,2,441,1,0
25.4,731,28,1,1,442,1,0
25.4,731,28,2,2,436.5,1,0
25.4,731,29,3,3,438.33,1,0
25.4,731,29,2,2,437.5,1,0
25.4,731,29,3,3,439.67,1,0
25.4,731,29,2,2,442,1,0
25.2,730,29,2,2,439,1,0
25.4,731,30,2,2,442,1,0
25.4,731,30,2,2,440,1,0
25.5,731,30,2,2,442.5,1,0
25.4,731,30,2,2,446,1,0
25.4,731,30,2,2,446.5,1,0
25.4,731,30,2,2,448.67,1,0
25.5,731,30,2,2,450.5,1,0
25.4,731,31,3,3,452.33,1,0
25.5,731,31,2,3,454,1,0
25.1,730,31,2,2,458,1,0
25.5,731,31,2,3,464.33,1,0
25.5,731,31,2,2,472.5,1,0
25.5,730,31,2,2,485,1,0
25.5,730,31,2,3,490,1,0
25.5,730,31,4,4,492.33,1,0
25.5,730,32,3,3,497.5,1,0
25.5,730,32,2,3,496.67,1,0
25.5,730,32,4,4,495,1,0
25.5,730,32,3,4,493.33,1,0
25.5,730,32,4,4,499.5,1,0
25.5,730,32,4,4,514.67,1,0
25.5,730,32,4,4,516.5,1,0
25.6,731,32,4,4,512.33,1,0
25.6,731,32,4,4,506.5,1,0
25.6,730,33,4,5,502,1,0
25.6,730,33,3,3,495,1,0
25.6,730,33,4,4,490.5,1,0
25.6,730,33,3,4,494.67,1,0
25.6,730,33,5,5,505.5,1,0
25.5,730,33,4,4,504.33,1,0
25.6,730,33,3,3,507,1,0
25.4,730,33,2,3,502.67,1,0
25.6,730,33,4,4,516.5,1,0
25.6,730,33,3,3,517.33,1,0
25.6,730,33,3,3,523,1,0
25.6,730,33,3,4,519.67,1,0
25.6,730,33,4,4,518,1,0
25.6,730,33,4,5,513,1,0
25.6,730,33,4,5,510,1,0
25.6,730,32,3,3,504.33,1,0
25.6,730,32,5,5,496.5,1,0
25.5,730,32,4,4,492.33,1,0
25.5,730,32,5,5,488.5,1,0
25.6,730,32,3,3,496,1,0
25.6,730,32,4,4,507,1,0
25.5,730,31,4,4,509,1,0
25.5,730,31,4,4,509.5,1,0
25.5,730,31,4,4,505,1,0
25.5,730,30,2,3,500.5,1,0
25.5,730,30,3,3,503,1,0
25.5,729,30,2,2,503.5,1,0
25.5,730,30,2,3,500,1,0
25.5,730,29,2,2,494,1,0
25.5,730,29,2,3,485.67,1,0
25.5,730,28,2,4,474,1,0
25.5,730,28,2,2,473,1,0
25.5,730,28,2,2,477.5,1,0
25.5,730,28,2,2,482,1,0
25.5,730,28,2,2,480.5,1,0
25.5,729,27,2,2,476,1,0
25.5,730,27,3,3,511.33,1,0
25.3,729,27,2,2,491,1,0
25.6,730,27,1,1,486.33,1,0
25.6,730,27,1,2,487.5,1,0
25.6,730,27,3,4,484.33,1,0
25.6,730,27,2,2,480,1,0
25.6,730,27,1,1,477.67,1,0
25.6,730,27,0,0,476.5,1,0
25.6,729,27,1,1,477.33,1,0
25.6,730,27,2,2,480.5,1,0
25.6,730,27,1,2,489.33,1,0
25.6,730,28,3,4,489,1,0
25.6,730,28,2,2,500,1,0
25.6,730,28,2,2,499,1,0
25.6,730,28,2,2,502,1,0
25.6,730,28,2,2,500.5,1,0
25.4,730,28,1,2,499.33,1,0
25.6,730,28,0,0,498.5,1,0
25.6,730,28,1,2,500.67,1,0
25.6,730,28,0,1,495,1,0
25.7,730,28,2,2,495.33,1,0
25.7,730,28,2,2,501.5,1,0
25.7,730,28,2,2,502,1,0
25.7,730,28,3,3,499.5,1,0
25.7,730,28,1,1,497.33,1,0
25.7,730,28,1,1,494,1,0
25.7,730,28,1,1,493.33,1,0
25.7,730,28,0,0,488.5,1,0
25.7,730,28,1,1,495.33,1,0
25.7,730,28,2,2,496.5,1,0
25.7,730,29,1,1,496.33,1,0
25.6,730,29,2,3,499.5,1,0
25.6,730,29,1,2,501.33,1,0
25.6,730,29,2,2,505,1,0
25.5,731,29,2,2,505.33,1,0
25.5,731,30,2,2,503.67,1,0
25.5,731,30,2,2,504,1,0
25.5,731,30,2,2,515.67,1,0
25.5,731,30,2,2,503.5,1,0
25.5,731,30,1,1,499,1,0
25.5,731,30,0,1,499.5,1,0
25.5,731,30,1,1,501.33,1,0
25.5,731,30,2,2,502,1,0
25.2,730,30,2,2,507.33,1,0
25.4,731,30,1,1,508.5,1,0
25.5,731,30,0,1,509.67,1,0
25.4,731,30,1,1,504.5,1,0
25.5,731,30,1,1,510.67,0,1
25.5,731,29,1,2,515,1,1
25.6,731,29,2,2,533,0,2
25.7,731,29,2,2,547.5,1,1
25.7,731,29,2,2,546.67,0,1
25.7,731,29,2,2,525,0,1
25.7,731,29,2,2,527.67,0,1
25.8,731,29,2,2,527.5,1,0
25.8,731,29,2,2,513,1,0
25.7,731,29,1,1,500.5,1,0
25.7,731,29,1,1,488,1,0
25.5,731,29,1,1,477,1,0
25.7,731,29,0,0,471.67,1,0
25.7,731,29,0,0,467,1,0
25.6,731,29,1,1,463,1,0
25.6,731,29,2,2,462.5,1,0
25.6,731,29,2,2,460.33,1,0
25.6,731,29,1,2,455.5,1,0
25.7,731,30,2,2,449.67,1,0
25.6,732,30,0,1,441,1,0
25.5,732,30,3,3,443,1,0
25.5,732,30,4,4,437,1,0
25.6,732,31,1,2,434.67,1,0
25.6,732,31,2,2,428.33,1,0
25.7,732,31,2,3,429.5,1,0
25.6,732,32,4,4,428.67,1,0
25.6,732,32,4,4,423.5,1,0
25.6,732,32,3,3,424.33,1,0
25.6,732,32,4,5,423.5,1,0
25.6,732,32,4,4,429,1,0
25.6,732,32,6,6,424.5,1,0
25.6,732,32,4,4,424,1,0
25.5,732,32,2,3,421,1,0
25.5,732,32,3,3,420.67,1,0
25.5,732,32,3,3,419,1,0
25.5,732,32,3,3,421,1,0
25.5,732,32,6,6,414,1,0
25.4,732,32,3,3,418.33,1,0
25.5,732,32,5,5,414,1,0
25.4,732,32,4,4,416,1,0
25.4,732,32,4,4,416,1,0
25.4,733,32,3,3,415.33,1,0
25.5,733,32,4,4,412.5,1,0
25.2,732,32,3,3,414.33,1,0
25.5,733,32,2,2,412,1,0
25.5,733,32,2,3,415.33,1,0
25.5,733,32,2,2,418,1,0
25.5,733,32,3,3,428,1,0
25.5,733,32,4,4,436,1,0
25.5,733,32,3,3,440.33,1,0
25.5,733,33,2,2,448.5,1,0
25.5,733,34,4,4,455.33,1,0
25.6,733,34,2,2,452,1,0
25.7,733,34,3,3,456,1,0
25.7,733,34,2,2,458,1,0
25.7,733,34,2,2,458.33,1,0
25.7,733,34,2,2,454,1,0
25.7,733,33,2,2,456,1,0
25.7,733,33,3,3,450.33,1,0
25.7,733,33,4,4,442,1,0
25.5,733,33,2,2,444.67,1,0
25.7,733,33,2,2,444,1,0
25.7,733,33,1,1,445.67,1,0
25.7,733,32,1,1,444.5,1,0
25.6,733,33,2,2,444.33,1,0
25.6,733,32,2,2,442,1,0
25.6,733,32,2,2,443,1,0
25.7,733,32,2,2,442.5,1,0
25.7,733,32,1,1,443,1,0
25.7,733,32,3,3,445.5,1,0
25.7,733,32,1,1,443.67,1,0
25.7,733,32,1,1,442,1,0
25.7,733,32,2,2,444.67,1,0
25.7,733,32,2,2,446,1,0
25.7,733,32,1,1,444.33,1,0
25.7,733,32,2,2,444.5,1,0
25.5,733,32,1,1,444.67,1,0
25.7,733,32,0,0,443,1,0
25.6,733,32,1,1,443.33,1,0
25.6,733,32,2,2,447.5,1,0
25.6,733,32,1,1,440.67,1,0
25.6,733,32,1,1,446.5,1,0
25.6,733,32,1,1,442.33,1,0
25.6,733,32,0,0,444,1,0
25.7,733,32,0,1,442.67,1,0
25.7,733,32,0,0,439,1,0
25.6,733,32,1,1,441.67,1,0
25.6,733,32,2,2,443,1,0
25.6,733,32,2,2,444.67,1,0
25.6,733,32,2,2,444.5,1,0
25.6,733,32,1,2,443.67,1,0
25.6,733,32,0,0,442,1,0
25.6,733,32,1,1,443.67,1,0
25.6,733,32,1,1,442.67,1,0
25.6,733,32,0,0,442.5,1,0
25.7,733,32,1,1,444.67,1,0
25.7,733,32,1,1,445.5,1,0
25.7,733,32,1,1,440.33,1,0
25.7,733,32,2,2,441.5,1,0
25.7,733,32,2,2,441.67,1,0
25.7,733,32,1,1,443.5,1,0
25.7,733,32,0,0,442,1,0
25.7,733,32,0,0,445,1,0
25.7,733,32,1,1,446.67,1,0
25.6,733,32,2,2,446.5,1,0
25.6,733,32,2,2,442,1,0
25.6,733,32,2,2,444,1,0
25.6,733,32,2,2,444,1,0
24.8,732,32,1,1,441.5,1,0
25.6,733,32,0,0,443.67,1,0
25.6,733,32,0,0,443,1,0
25.6,733,32,1,1,440.33,1,0
25.7,733,32,0,0,445,1,0
25.7,733,32,1,1,441,1,0
25.7,733,32,0,0,443,1,0
25.7,734,32,2,2,442,1,0
25.7,733,31,1,1,443.5,1,0
25.7,734,31,1,1,444,1,0
25.7,734,31,0,0,442.5,1,0
25.8,733,31,0,0,441.33,1,0
25.8,734,31,0,0,443,1,0
25.8,734,31,0,0,444.33,1,0
25.8,734,31,1,1,446,1,0
25.8,733,31,0,0,445,1,0
25.8,733,31,0,0,441.5,1,0
25.7,733,31,1,1,442,1,0
25.8,733,31,2,2,442.5,1,0
25.8,733,31,2,2,446.67,1,0
25.8,733,31,1,1,441.33,1,0
25.8,733,31,0,0,442.5,1,0
25.8,733,31,0,0,441,1,0
25.7,733,31,0,0,440.5,1,0
25.7,733,31,1,1,440.33,1,0
25.8,733,30,2,2,439.5,1,0
25.7,733,30,1,1,439.33,1,0
25.8,733,30,2,2,434.5,1,0
25.8,733,30,2,2,435,1,0
25.8,733,30,2,2,436,1,0
25.8,733,29,2,2,434,1,0
25.8,733,29,2,2,430.5,1,0
25.8,733,29,1,1,431.33,1,0
25.7,734,29,0,0,431,1,0
25.7,734,29,1,1,431,1,0
25.7,734,29,0,0,430,1,0
25.7,734,29,1,1,429.67,1,0
25.7,734,29,1,1,430.5,1,0
25.7,734,29,2,2,431,1,0
25.7,734,29,2,2,431,1,0
25.7,734,29,2,2,432,1,0
25.7,734,29,2,2,433.33,1,0
25.7,734,29,2,2,439.5,1,0
25.7,734,29,2,2,431.33,1,0
25.7,734,28,1,1,433,1,0
25.7,734,29,2,2,433.67,1,0
25.7,734,29,0,1,430.5,1,0
25.7,734,28,1,1,432,1,0
25.7,734,28,1,1,432.5,1,0
25.7,734,28,1,1,436,1,0
25.7,734,28,2,2,437,1,0
25.7,734,28,1,1,438.67,1,0
25.7,734,29,0,0,442.5,1,0
25.7,734,29,1,1,442.67,1,0
25.7,734,29,2,2,446,1,0
25.7,734,29,3,3,446.5,1,0
25.6,735,29,2,2,448.33,1,0
25.6,735,30,1,1,450,1,0
25.6,735,30,3,3,447.33,1,0
25.6,735,30,1,1,445,1,0
25.6,735,30,2,3,450,1,0
25.6,735,30,2,2,455.5,1,0
25.7,735,30,1,1,455.33,1,0
25.6,735,31,1,1,456,1,0
25.6,735,30,2,2,453.33,1,0
25.6,735,31,1,2,453.5,1,0
25.6,735,31,2,2,453.33,1,0
25.6,735,31,2,2,452.5,1,0
25.6,735,31,2,2,454.67,1,0
25.6,735,31,2,2,455.5,1,0
25.6,735,31,1,1,456.33,1,0
25.6,735,31,2,2,480.5,1,0
25.5,735,31,2,2,499.67,1,0
25.5,735,31,1,1,504.5,1,0
25.5,736,31,2,2,506.67,1,0
25.5,736,32,4,4,504,1,0
25.5,736,32,2,2,506,1,0
25.4,736,32,2,2,506,1,0
25.4,736,32,2,2,502.67,1,0
25.4,736,32,4,4,504.5,1,0
25.4,736,32,4,4,502.33,1,0
24.8,735,32,2,2,502.5,1,0
25.3,736,32,2,2,505.67,1,0
25.3,736,32,2,3,508,1,0
25.4,736,32,4,4,508,1,0
25.3,736,32,4,4,510,1,0
25.3,736,32,5,5,503.33,1,0
25.3,736,32,4,4,503.5,1,0
25.3,736,32,5,5,509.67,1,0
25.3,736,32,6,7,521,1,0
25.4,736,33,4,4,581.5,1,0
25.4,736,33,5,5,608,1,0
25.5,736,33,5,5,634,1,2
25.6,736,33,6,6,615.33,1,3
25.6,737,33,6,6,647,0,3
25.8,737,33,4,4,693,0,3
25.9,737,33,2,3,716.5,0,3
26,737,32,8,8,736.33,0,3
26.1,737,32,6,6,744.5,0,3
26.2,737,32,4,5,761,1,0
26.2,737,31,6,6,687,1,0
26.1,737,31,5,5,637.33,1,0
26,737,31,4,4,627,1,0
25.9,737,31,5,5,617,1,0
25.8,737,31,6,6,619.5,1,0
25.7,737,31,4,5,612.67,1,0
25.7,737,32,5,5,612,1,0
25.7,737,31,6,6,605.67,1,0
25.6,737,31,8,8,605,1,0
25.6,737,31,5,5,590.33,1,0
25.6,737,31,4,4,582.5,1,0
25.6,737,31,4,4,568.67,1,0
25.5,737,31,4,4,563,1,0
25.5,737,31,4,4,548.67,1,0
25.5,737,31,4,4,548.5,1,0
25.5,738,31,3,4,534.67,1,0
25.5,738,30,4,4,530,1,0
25.5,738,30,3,3,528.33,1,0
25.5,738,30,2,2,523,1,0
25.5,738,29,5,5,519,1,0
25.5,738,29,4,4,511,1,0
25.5,738,29,3,3,515.33,1,0
25.4,738,29,4,4,511.5,1,0
25.4,738,29,3,3,513.33,1,0
25.4,738,29,4,4,511,1,0
25.4,738,29,3,4,524,1,2
25.4,738,28,2,2,538.67,1,2
25.5,738,29,4,4,545,1,2
25.5,738,28,4,4,537.67,1,2
25.5,738,28,4,4,548,1,2
25.6,738,28,3,3,550,1,2
25.6,738,28,2,2,557,1,2
25.6,738,28,3,3,560.67,1,3
25.7,738,28,4,4,577,1,3
25.7,738,28,3,3,604,1,3
25.8,738,28,4,4,600,1,3
25.8,738,28,3,3,605.67,1,4
25.9,738,28,3,3,642,1,5
25.9,738,28,3,3,656,1,7
26,738,29,6,6,656.5,1,7
26,738,29,3,4,667.33,1,7
26.1,738,29,4,4,665,1,7
26,738,29,3,3,651,1,7
26.2,739,29,4,4,643.5,1,0
26.2,739,29,4,4,633.33,1,0
26.1,739,28,3,3,607,1,0
25.8,738,28,4,5,592.67,1,0
26,739,28,3,3,570.5,1,0
26,739,28,3,3,565.67,1,0
26,739,28,3,3,566.5,1,0
25.9,739,28,3,3,562.33,1,0
25.9,739,28,3,3,561,1,0
25.9,739,28,3,3,563.33,1,0
25.8,739,28,3,3,562.5,1,0
25.8,739,28,3,3,558,1,0
25.8,739,28,2,2,556.5,1,0
25.8,739,28,2,2,557.67,1,0
25.8,739,28,2,2,558,1,0
25.7,739,28,2,3,551.67,1,0
25.7,739,28,3,3,550.5,1,0
25.8,739,27,4,4,547,1,0
25.8,739,27,6,6,530.67,1,0
25.8,739,27,2,2,526.5,1,0
25.8,739,27,3,3,523.33,1,0
25.9,739,27,3,4,526,1,0
25.9,739,27,5,5,521.33,1,0
26,739,27,6,7,538,1,0
26,739,27,5,5,530,1,0
26,739,27,3,4,527,1,0
26,739,27,3,3,523.33,1,0
25.9,739,27,3,3,516.5,1,0
25.9,739,27,3,4,515.67,0,2
26,739,27,8,8,533.5,0,2
26,739,27,4,5,562.67,0,2
26,739,27,2,2,577.5,0,0
26,739,27,3,3,574.33,0,0
26,739,27,2,2,552,0,0
26,739,27,3,4,540.67,0,0
26,739,27,2,2,514.5,0,0
26,739,27,2,2,506.67,0,0
26,739,27,2,2,501.5,0,0
26,739,27,2,2,494.67,0,0
26,739,27,2,2,492.5,0,0
26,739,27,2,2,484,0,0
26,739,27,2,2,482,0,0
26,739,27,4,4,477.33,0,0
26,739,27,2,2,473,0,0
26,739,27,3,3,475.33,0,0
26,739,26,2,2,476.5,0,0
26,739,26,2,2,475,0,0
26,739,26,2,2,469,0,0
25.9,739,25,3,3,471.33,0,0
25.9,739,25,4,4,462.5,0,0
25.9,739,25,5,5,457.33,0,0
25.9,739,25,3,3,452.5,0,0
25.9,739,25,4,4,449,0,0
25.9,739,25,3,3,439.33,0,0
25.9,739,25,10,10,435.5,0,0
25.9,739,25,2,2,433.67,0,0
25.9,739,25,2,2,430,0,0
25.9,739,24,3,3,424.67,0,0
25,738,25,4,4,429,0,0
25.9,740,25,3,3,428.67,0,0
25.9,740,25,4,4,426,1,0
25.8,739,25,4,4,432,1,0
26,740,24,3,4,428,1,0
26,740,24,3,3,428,1,0
26.1,740,24,3,3,431.5,1,0
26.1,740,24,4,4,429,1,0
26.1,740,24,3,3,428.5,1,0
26.1,740,24,3,3,427,1,0
26.1,740,24,4,4,425,1,0
26.1,740,24,4,4,428.67,1,0
26.1,740,24,3,3,430,1,0
26.1,740,24,4,4,430,1,0
26.2,740,24,6,6,423.5,1,0
26.2,740,24,3,3,427,1,0
26.2,740,24,6,6,436.5,1,0
26.2,740,24,4,4,427,1,0
26.3,740,24,4,4,428,1,0
26.2,740,24,6,6,435,1,0
26.2,740,24,5,5,455.5,1,0
26.2,740,24,3,3,457,1,0
26.2,740,25,2,2,454,1,0
26.1,740,26,3,3,452,1,0
26.1,740,27,2,2,453,1,0
26.1,740,27,3,3,452,1,0
26.1,740,27,2,3,452,1,0
26.1,740,27,2,2,452,1,0
26,740,27,2,2,474.5,1,0
26,740,27,2,2,451.5,1,0
26.1,740,27,1,1,453,1,0
26,740,27,1,1,454.5,1,0
26,740,27,1,1,457,1,0
26,740,27,0,0,456,1,0
26,740,27,1,1,455,1,0
26,740,27,1,1,458,1,0
26,740,27,1,1,456,1,0
26,740,27,1,1,454,1,0
25.8,740,27,2,2,454.67,1,0
26,740,27,1,1,456.5,1,0
26,740,27,0,0,453.67,1,0
26,740,27,0,0,456,1,0
26,740,27,1,1,456.67,1,0
26,740,27,1,1,456.5,1,0
26,740,27,1,1,455.33,1,0
26,740,27,1,1,455,1,0
26,740,27,0,0,459,1,0
26,740,27,0,0,458.5,1,0
26,740,27,1,1,459,1,0
26,740,27,0,0,463.5,1,0
26,740,27,1,1,457.33,1,0
26,740,27,0,0,462,1,0
26,740,27,1,1,462.33,1,0
25.9,740,27,0,0,459.5,1,0
26,740,27,0,0,459.33,1,0
26,740,27,2,2,460,1,0
26,740,27,1,1,460.33,1,0
26,740,27,2,2,464,1,0
26,740,27,1,1,460,1,0
26,740,27,0,0,461.5,1,0
26,740,27,0,0,461,1,0
26,740,27,0,0,457.5,1,0
26,740,27,0,0,458.33,1,0
26,740,27,0,1,460,1,0
26,740,27,2,2,461.5,1,0
26,740,27,3,3,459.67,1,0
26,740,27,2,2,459.5,1,0
26,740,27,0,0,458.67,1,0
26,740,27,0,1,459.5,1,0
26,740,27,0,0,457,1,0
26,740,27,2,2,456.5,1,0
26,740,27,1,1,459,1,0
26,740,27,0,0,455.5,1,0
26,740,27,0,0,455.67,1,0
26,740,27,0,0,457,1,0
25.9,740,27,1,1,456,1,0
25.9,740,27,0,0,450,1,0
26,740,27,2,2,453.67,1,0
26,740,27,1,1,455.5,1,0
25.9,740,27,1,1,454,1,0
25.9,740,27,0,0,454.5,1,0
25.9,740,27,1,1,453.67,1,0
26,740,27,0,0,453,1,0
25.9,740,27,1,1,452.67,1,0
25.9,740,27,1,1,454,1,0
26,740,27,3,3,459.33,1,0
26,740,27,0,0,452,1,0
26,740,27,0,0,452.33,1,0
26,740,27,0,0,452,1,0
25.9,740,27,1,1,451.33,1,0
25.9,740,27,1,1,451,1,0
26,740,27,2,2,450.33,1,0
25.9,739,27,1,1,449.5,1,0
25.9,739,27,1,1,450.33,1,0
26,739,27,0,0,448.5,1,0
25.9,739,27,0,0,450.33,1,0
26,739,27,2,2,453.5,1,0
25.9,739,27,1,1,448,1,0
25.9,739,27,3,3,453,1,0
25.9,739,27,4,4,448,1,0
26,739,27,1,1,448,1,0
26,739,27,1,2,447,1,0
25.9,739,27,3,3,447.67,1,0
25.9,739,27,2,2,448,1,0
25.9,739,27,4,4,445.67,1,0
25.9,739,27,1,1,444.5,1,0
25.9,739,27,2,2,444,1,0
25.9,739,27,3,3,444,1,0
25.9,739,27,2,2,441,1,0
25.9,739,27,2,2,442.5,1,0
25.9,739,26,3,3,439,1,0
25.9,739,26,2,2,441,1,0
25.9,739,26,3,3,439.67,1,0
25.9,739,27,1,1,438,1,0
25.9,739,27,2,2,437.33,1,0
25.9,739,26,2,2,441,1,0
25.9,739,26,1,1,437.67,1,0
25.9,739,26,2,2,436,1,0
25.9,739,27,3,3,439,1,0
25.9,739,26,4,4,438.5,1,0
25.8,739,26,2,2,437.33,1,0
25.8,739,26,3,3,436.5,1,0
25.8,739,27,1,1,438.33,1,0
25.8,739,26,2,2,436,1,0
25.8,739,26,1,1,439.67,1,0
25.8,739,26,2,2,439,1,0
25.8,739,26,1,1,440,1,0
25.5,739,26,2,2,439.5,1,0
25.8,739,26,1,1,440.33,1,0
25.8,739,26,2,2,440.5,1,0
25.8,739,27,3,3,443,1,0
25.8,739,27,4,4,443.5,1,0
25.8,739,27,3,3,446.33,1,0
25.6,739,27,2,2,449,1,0
25.8,739,27,2,2,450.5,1,0
25.8,739,28,3,3,450.33,1,0
25.8,739,28,3,3,449,1,0
25.8,739,28,1,1,452,1,0
25.8,739,28,1,1,458,1,0
25.8,739,28,1,1,462.67,1,0
25.8,739,28,2,2,468.5,1,0
25.9,739,28,2,2,471,1,0
25.9,739,28,4,4,474.5,1,0
25.8,739,29,5,5,477,1,0
25.8,740,29,3,3,476.5,1,0
25.8,740,29,2,3,481.33,1,0
25.9,740,29,2,2,481,1,0
25.8,740,29,3,3,480,1,0
25.9,740,29,4,4,483,1,0
25.9,740,29,2,3,483,1,0
25.9,740,29,2,2,485,1,0
25.9,740,29,3,3,482.33,1,0
25.9,740,29,3,3,484,1,0
25.9,740,29,3,3,488,1,0
25.8,740,29,4,4,491,1,1
25.9,740,29,3,3,509.67,1,1
25.9,740,30,4,4,522.5,1,2
25.9,740,30,4,4,552.33,1,1
25.9,740,30,5,5,554.5,0,0
25.9,740,30,4,4,558.33,0,0
25.8,740,29,2,2,538.5,0,0
25.7,740,29,2,3,525.67,0,0
25.5,740,29,1,2,513,0,0
25.3,740,28,2,2,506,0,0
25.1,739,28,2,2,501.5,0,0
24.9,739,28,3,3,504,0,0
24.7,739,28,4,4,506.5,0,0
24.5,739,28,3,3,510.67,0,0
24.3,739,28,2,2,515.5,0,0
24,739,29,4,4,563.5,0,1
23.8,739,30,3,3,601.33,0,1
23.8,739,33,3,3,632,0,0
23.8,739,33,3,3,620,1,0
23.9,739,33,4,4,607.5,1,1
23.9,739,33,3,4,629,1,3
